id,y,y_hat_med,y_hat_weighted_sum,MSE
785,-1.37216224851,-3.10746955872,-3.1000036839,3.01129146086
792,-5.03106395778,-3.02154588699,-3.03173117983,4.03816287682
817,-3.0904082066,-5.10643291473,-5.09114571113,4.0643556238
828,-1.69005937941,-4.00765991211,-3.99522667957,5.37127222915
917,-5.42555492957,-3.41299962997,-3.43403798706,4.05037883391
946,-0.542898256207,-2.25752925873,-2.28454946352,2.93995947481
960,-1.33834139588,-4.77587509155,-4.77334163197,11.8166379089
