id,y,y_hat_med,y_hat_weighted_sum,MSE
615,-1.48141056841,-3.25505661964,-3.2523371197,3.14582031507
617,-4.86312041827,-3.21117925644,-3.18992050664,2.72890960215
624,-1.74979794789,-4.13769245148,-4.11833440659,5.70204016027
633,-1.01248429884,-3.02536058426,-2.98250874833,4.0516709404
647,0.680047526533,-1.10495018959,-1.10141887771,3.18621684657
683,-1.59278374652,-3.84741449356,-3.85824045564,5.08335980548
778,-1.42997767149,-3.77680921555,-3.80341972263,5.50761829618
