id,y,y_hat_med,y_hat_weighted_sum,MSE
21,-0.996660427386,-2.46439576149,-2.4110493788,2.15424701098
31,-0.729715823792,-2.42830944061,-2.60306057012,2.8852202751
72,-2.10772174574,-3.83762788773,-3.84607973738,2.99257526006
85,-0.769177725954,-3.45998311043,-3.46232335084,7.24043361711
135,-3.22688863576,-4.79574012756,-4.80342189104,2.46129500334
154,-5.33212628469,-3.73204112053,-3.74610242199,2.56027253258
165,-5.49026009269,-3.90178346634,-3.88294747064,2.52325799246
